map_id,template_no,question,ground_truth,c_or_d,relative_region
5931,37,Which states have missing data?,,c,N
5931,15,Which states bordering Lake Superior have the highest value?,Michigan,c,N
5931,9,Does the state Maine come under the value 45-50?,No,c,N
5931,7,Is the legend discrete or continuous?,Continuous,c,N
5931,21,Yes or no: Alabama has higher value than Oregon.,Yes,c,N
5931,41,Are the legends evenly spaced?,Yes,c,N
5931,40,Which pair of states belonging to the range 45-50 are the closest to each other?,"Ohio, Pennsylvania",c,N
5931,36,Name the state in the northeast in the range 50-55.,West Virginia,c,N
5931,20,Name the western most state that belongs to a similar value range compared to all its neighbours.,Washington,c,Y
5931,27,Which states bordering Florida have a value similar to Texas?,Georgia,c,Y
5000,37,Which states have missing data?,,c,N
5000,15,Which state along the Canada border has the highest value?,Minnesota,c,N
5000,7,Is the legend discrete or continuous?,Continuous,c,N
5000,21,Yes or no: Montana has the same value as Texas.,No,c,N
5000,9,Does Florida fall in range 0.34-0.36?,Yes,c,N
5000,27,Which states bordering Canada have a value similar to Utah?,Maine,c,N
5000,34,Yes or no: Florida is the southern most state that has a higher value compared to all its neighbours.,Yes,c,Y
5000,41,Are the legends evenly spaced?,Yes,c,N
5000,31,Yes or no: a majority of states bordering Texas belong to range greater than 0.3.,Yes,c,Y
5000,3,What is the overall range of the legend?,0.24-0.36,c,N
5000,43,"Rank the states Texas, Louisiana, and Mississippi in terms of the legend value in the Gulf Coast region?",Texas < Mississippi < Louisiana,c,Y
4042,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
4042,15,Which state on the East Coast has the highest value?,Virginia,d,N
4042,15,Which state on the Canada border has the lowest value?,Washington,d,N
4042,15,Which state on the Great Lakes region has the highest value?,Wisconsin,d,N
4042,7,Is the legend discrete or continuous?,Discrete,d,N
4042,21,Yes or no: Florida has the same value as Washington.,No,d,N
4042,1,How many distinct categories does the legend contain?,4,d,N
4042,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
4042,40,Which pair of states belonging to the range 21-38% are the closest to each other?,"Virginia, Tennessee",d,N
4042,4,What value range does the lightest shade represent?,2-7%,d,N
2181,37,Which states have missing data?,,d,N
2181,9,Does state Oklahoma come under the value 66-92?,No,d,N
2181,36,Which is the Southern most state with a value in the range 35-63?,Mississippi,d,N
2181,21,Yes or no: New Mexico has the same value as Texas.,No,d,N
2181,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
2181,9,Does state Michigan come under the value 35-63?,Yes,d,N
2181,18,Yes or no: the value of the state Texas is higher than its neighbouring state Louisiana.,Yes,d,N
2181,11,Which states bordering Canada belong to range 95-205?,New York,d,N
2181,28,Which state in the west coast has the same value as Missouri?,Washington,d,N
2181,7,Is the legend discrete or continuous?,Discrete,d,N
1342,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
1342,18,Yes or no: the value of the state South Dakota is lower than its neighbouring state Minnesota.,No,d,N
1342,37,Which states have missing data?,"North Dakota, New Hampshire, Vermont, Rhode Island, Nebraska",d,N
1342,15,Which state on the Canada border has the highest value?,Washington,d,N
1342,15,Which state along the Great Lakes region has the highest value?,"New York, Michigan",d,N
1342,15,Which state on the east coast has the highest value?,Massachusetts,d,N
1342,9,Does South Dakota fall in range above 5%?,Yes,d,N
1342,9,Does Alaska fall in range 5.1% - 15.6%?,Yes,d,N
1342,12,What is the highest value range in the Canada bordering region?,3.3-4.9%,d,N
1342,31,Yes or no: All the states bordering Florida belong to the range 1-1.8%.,Yes,d,Y
65,7,Is the legend discrete or continuous?,Continuous,c,N
65,36,Which is the Northern most state with the highest value?,New York,c,N
65,21,Yes or no: North Dakota has the same value as South Dakota.,Yes,c,N
65,19,Yes or no: the value of North Dakota is lower than South Dakota.,No,c,N
65,6,Yes or no: the map depicts percentages.,No,c,N
65,36,Name the North most state in the range 50-60k.,New York,c,N
65,28,Which state bordering the Great Lakes has the same value as Florida?,New York,c,N
65,5,Yes or no: the legend has multiple distinct colours?,No,c,N
65,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
65,9,Does California fall in range above 60k?,Yes,c,N
4,15,Which state on the East Coast region has the lowest value?,,c,N
4,7,Is the legend discrete or continuous?,Continuous,c,N
4,41,Are the legends evenly spaced?,Yes,c,N
4,6,Yes or no: the map depicts percentages.,No,c,N
4,27,Which states bordering Mexico have a value similar to Minnesota?,,c,N
4,28,Which state in the west coast has the same value as Louisiana?,"California, Oregon",c,N
4,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
4,22,Yes or no: States bordering Canada have lower values on average than states bordering Mexico.,Yes,c,N
4,29,Which range has the least number of states?,<0.3,c,N
4,4,What value range does the darkest shade represent?,>0.45,c,N
11175,6,Yes or no: the map depicts percentages.,No,d,N
11175,12,What is the second least value range in the west coast region?,53-102,d,N
11175,30,Does state Florida have the same value to state Georgia amongst the states in the south-east region.,No,d,N
11175,34,Yes or no: California is the western most state that has a lower value compared to all its neighbours.,No,d,Y
11175,26,Which states bordering Canada have a value higher than California?,,d,N
11175,5,Yes or no: the legend has multiple distinct colours?,No,d,N
11175,32,Yes or no: North Carolina is an outlier compared to other states in its neighbouring region.,No,d,N
11175,33,Yes or no: Texas and Arkansas are a pair of bordering states with the highest difference.,Yes,d,Y
11175,7,Is the legend discrete or continuous?,Discrete,d,N
11175,22,Yes or no: States bordering lake Superior have a higher value on average than states bordering Mexico.,No,d,N
17383,32,Yes or no: New York is an outlier compared to other states bordering Canada.,No,c,N
17383,27,Which states in along the southern border have a value higher than New York?,"California, Arizona",c,N
17383,7,Is the legend discrete or continuous?,Continuous,c,N
17383,39,Yes or no: all states bordering Colorado have values in the same range.,No,c,Y
17383,16,What value range does state California fall in?,3.5-4,c,N
17383,6,Yes or no: the map depicts absolute values.,Yes,c,N
17383,12,Which states on the east coast has the highest value?,South Carolina,c,N
17383,30,Does Florida have the same value to state New York amongst the states along the eastern coast.,No,c,N
17383,41,Are the legends evenly spaced ?,Yes,c,N
17383,21,Yes or no: South Dakota has the least value compared to its neighbours.,Yes,c,Y
19988,18,Yes or no: the value of the state Texas is same as its neighbouring state Arkansas.,Yes,c,N
19988,9,Does Iowa fall in range 200 - 400?,Yes,c,N
19988,4,What value range does the darkest shade represent?,>1200,c,N
19988,16,What value range does state Mississippi fall in?,0-200,c,N
19988,11,Which states in west coast region belong to the lowest range?,California,c,N
19988,26,Which states bordering Canada have a value higher than California?,"Montana, Minnesota",c,N
19988,21,Yes or no: Oregon has the highest value in the west coast.,Yes,c,N
19988,6,Yes or no: the map depicts percentages.,No,c,N
19988,9,Does Texas fall in the range 200-400?,Yes,c,N
19988,7,Is the legend discrete or continuous?,Continuous,c,N
1347,42,Yes/No: Maine has a higher value than West Virginia and also have a higher value than Colorado.,No,d,N
1347,11,"Which states along the Mexico border belong to the range 51,424 - 168,732?",California,d,N
1347,4,What value range does the darkest shade represent?,"51,424 - 168,732",d,N
1347,21,Yes or no: California has the highest value along the west coast.,Yes,d,N
1347,19,Yes or no: the value of  Florida is higher than Maine.,Yes,d,N
1347,15,List the states in the east coast region with the highest value.,New York,d,N
1347,31,Yes or no: All the states bordering Texas belong to range 655-8718.,Yes,d,Y
1347,29,Which range has the least number of states?,"51,424 - 168,732",d,N
1347,27,Which states in the east coast region have a value higher than Texas?,New York,d,N
1347,34,Yes or no: Montana and Maine are the northern most states that have a similar value compared to all its neighbours.,Yes,d,Y
1347,41,Are the legends evenly spaced?,No,d,N
16161,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
16161,37,Which states on the North coast have missing data?,"Idaho, North Dakota, South Dakota, Montana, Wyoming",d,N
16161,15,Which state on the Mexico border has the lowest value?,Texas,d,N
16161,7,Is the legend discrete or continuous?,Discrete,d,N
16161,21,Yes or no: North Carolina has lower value than Oregon.,Yes,d,N
16161,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
16161,41,Are the legends evenly spaced?,No,d,N
16161,4,What value range does the second lightest shade represent?,10.3-14.7%,d,N
16161,36,Name the southern most state in the range 14.9-18.5%.,Mississippi,d,N
15912,18,Yes or no: the value of the state California is higher as its neighbouring state Oregon.,Yes,c,N
15912,15,Which state on the West Coast has the highest value?,California,c,N
15912,7,Is the legend discrete or continuous?,Continuous,c,N
15912,31,Yes or no: a majority of states on the east coast belong to range less than 1M.,Yes,c,N
15912,42,"Yes/No: Texas has a higher value than Florida, and also have a similar value as New York.",Yes,c,N
15912,32,Yes or no: New York is an outlier compared to other states on the east coast.,Yes,c,N
15912,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
15912,3,What is the overall range of the legend?,0-5M,c,N
15912,22,Yes or no: States bordering Canada have higher values on average than states bordering Mexico.,No,c,N
15912,9,Does New York fall in range 1-2M?,Yes,c,N
8576,15,Which state on the East Coast has the highest value?,"Florida, Massachusetts, Virginia",d,N
8576,7,Is the legend discrete or continuous?,Discrete,d,N
8576,8,Which class has the largest range of values?,"0-37,719",d,N
8576,37,Which state in range 301325-766290 borders at least 3 states from range 0-37719?,New York,d,Y
8576,21,Yes or no: California has the highest value on the west coast,Yes,d,N
8576,12,What is the highest value range along Mexico border?,143202-296255,d,N
8576,9,Does Michigan fall in range 301325-766290?,Yes,d,N
8576,3,What is the overall range of the legend?,0-766290,d,N
8576,5,Yes or no: the legend has multiple distinct colours?,No,d,N
8576,41,Are the legends evenly spaced ?,No,d,N
7729,15,Which 3 states on the East Coast have the highest values?,"Maine, North Carolina, Georgia",c,N
7729,21,Yes or no: Indiana has higher value than Alaska.,Yes,c,N
7729,27,Which states bordering Texas have a value higher than 0.26?,"Arkansas , Louisiana",c,Y
7729,36,Name the northern most state in the range 0.2-0.22.,North Dakota,c,N
7729,12,What is the lowest value range among the states bordering Lake Superior?,0.2-0.22,c,N
7729,6,Yes or no: the map depicts percentages.,No,c,N
7729,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,c,N
7729,20,Name the northern most state that belongs to a similar value range compared to 2 of its neighbours.,Idaho,c,Y
7729,22,Yes or no: States bordering Arkansas have higher values on average than states bordering Washington.,Yes,c,Y
7729,35,How many states on the Canada border have a value similar to California?,2,c,N
7729,43,"Rank the states West Virginia, Kentucky, and Tennessee in terms of the legend value in the Appalachian region?",Tennessee < Kentucky < West Virginia,c,Y
7502,21,Yes or no: New York has the same value as Texas.,Yes,d,N
7502,15,Which state on the East Coast has the highest value?,New York,d,N
7502,30,Does Florida have a different value than South Carolina amongst the states in the southeast region.,No,d,N
7502,33,Yes or no: New York and Vermont are a pair of bordering states with the highest difference.,yes,d,Y
7502,20,Name the northern-most state that belongs to a similar value range compared to all its neighbours.,Maine,d,Y
7502,7,Is the legend discrete or continuous?,Discrete,d,N
7502,28,Which state on the west coast has the same value as Connecticut?,Washington,d,N
7502,39,Yes or no: all states bordering Utah have values in range 233831-149806360.,Yes,d,Y
7502,40,"Which pair of states belonging to the range 419,716,094-665,088,579 are the closest to each other?","New Jersey, Pennsylvania, Ohio",d,N
7502,1,How many distinct categories does the legend contain?,4,d,N
689,6,Yes or no: the map depicts percentages.,No,d,N
689,32,Yes or no: Colorado is an outlier compared to its other neighbouring states,Yes,d,N
689,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,d,N
689,33,Yes or no: Rhode Island and Massachusetts are a pair of bordering states with the highest difference.,No,d,Y
689,7,Is the legend discrete or continuous?,Discrete,d,N
689,16,What value range does Michigan fall in?,1721-3099,d,N
689,18,Yes or no: the value of Texas is similar to its neighbouring state New Mexico.,Yes,d,N
689,22,Yes or no: States bordering New Jersey have similar values on average than states bordering Florida,No,d,Y
689,20,Name the western most state that belongs to a higher value range compared to all its neighbours.,California,d,Y
689,42,Yes/No: Wisconsin has a similar value as Ohio and also a lower value than New York.,Yes,d,N
13792,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
13792,42,"Yes/No: Texas has a higher value than New York, and also a higher than North Dakota.",Yes,c,N
13792,29,Which range has the least number of states?,>200k,c,N
13792,11,Which states bordering Canada belong to range >200k?,,c,N
13792,30,Does North Carolina have the same value asd Georgia mongst the east coast states.,Yes,c,N
13792,26,Which states bordering the great lakes have a value similar to Florida?,,c,N
13792,27,Which states bordering Mexico have a value similar to Florida?,Texas,c,N
13792,33,Yes or no: New Mexico and Texas are a pair of bordering states with the highest difference.,Yes,c,Y
13792,7,Is the legend discrete or continuous?,Continuous,c,N
13792,31,Yes or no: a majority of states bordering Canada belong to range less than 50k.,Yes,c,N
20774,16,What value range does New Mexico fall in?,0.055-0.06,c,N
20774,26,Which states bordering Canada have a value higher than 0.05?,,c,N
20774,33,Yes or no: New Mexico and Utah are the pair of bordering states with the highest difference.,Yes,c,N
20774,9,Does New Hampshire fall in range 0.035-0.04?,No,c,N
20774,15,List the 3 states with values greater than 0.05.,"New Mexico, West Virginia, Delaware",c,N
20774,4,What value range does the darkest shade represent?,>0.06,c,N
20774,27,Which states bordering Mexico have a value similar to Georgia?,Arizona,c,N
20774,34,Yes or no: Delaware is the eastern most state that has a higher value compared to all its neighbours.,Yes,c,Y
20774,18,Yes or no: the value of Wyoming is higher than its neighbouring state Nebraska.,Yes,c,N
20774,31,Yes or no: All the west coast states belong to range 0.035-0.04.,Yes,c,N
8616,31,Yes or no: a majority of states bordering Canada belong to range less than 4M.,Yes,c,N
8616,22,Yes or no: States bordering Montana have similar values on average as states bordering Maine.,Yes,c,Y
8616,3,What is the overall range of the legend?,<2M - >10M,c,N
8616,4,What value range does the second darkest shade represent?,2-4M,c,N
8616,7,Is the legend discrete or continuous?,Continuous,c,N
8616,16,What value range does California fall in?,>10M,c,N
8616,39,Yes or no: all states bordering New York have values below 6M.,Yes,c,Y
8616,34,Yes or no: New York is the northern most state that has a higher value compared to all its neighbours.,Yes,c,Y
8616,11,Which states in the north east belong to range >10M?,,c,N
8616,32,Yes or no: California is an outlier compared to other states in the west coast region,Yes,c,N
2632,6,Yes or no: the map depicts percentages.,No,c,N
2632,3,What is the overall range of the legend?,<50k - >200k,c,N
2632,7,Is the legend discrete or continuous?,Continuous,c,N
2632,22,Yes or no: States bordering Wyoming have similar values on average than states bordering Maine.,Yes,c,Y
2632,41,Are the legends evenly spaced?,Yes,c,N
2632,39,Yes or no: all states bordering Canada have values below 100k.,No,c,N
2632,29,Which range has the least number of states?,150k-200k,c,N
2632,9,Does Illinois fall in range 100-150k?,Yes,c,N
2632,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
2632,19,Yes or no: the value of New Jersey is similar to North Carolina.,Yes,c,N
2632,43,"Rank the states Ohio, Michigan, and Wisconsin in terms of the legend value in the Midwest region?",Wisconsin < Michigan < Ohio,c,Y
930,40,Which pair of states belonging to the range >200k are the closest to each other?,Rhode Island and Connecticut.,d,N
930,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
930,9,Does Idaho fall in range <50k?,Yes,d,N
930,41,Are the legends evenly spaced?,No,d,N
930,20,Name the western most state that belongs to a higher value range compared to all its neighbours.,California,d,Y
930,34,Yes or no: Florida is the southeast state that has a higher value compared to all its neighbours.,Yes,d,Y
930,30,Does Maine have the same value as Connecticut among the states in the northeast region.,No,d,N
930,21,Yes or no: Minnesota has the least value along the Canada border.,No,d,N
930,31,Yes or no: a majority of states bordering belong to less than 150k.,Yes,d,Y
930,19,Yes or no: the value of Oregon is higher than New york.,No,d,N
930,43,"Rank the states Georgia, Alabama, and Florida in terms of the legend value in the Southeast region?",Alabama < Georgia < Florida,d,Y
12319,37,Which state on the west coast borders at least 1 state from range 3-6?,Oregon,d,Y
12319,29,Which range has the highest number of states?,0-1,d,N
12319,15,List the states bordering Alabama with the highest values.,"Georgia, Mississippi, Tennessee",d,Y
12319,1,How many distinct categories does the legend contain?,3,d,N
12319,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
12319,35,How many states bordering Colorado have a value similar to Wisconsin?,3,d,Y
12319,42,"Yes/No: Ohio has a higher value than California, and also a similar value as Florida.",Yes,d,N
12319,33,Yes or no: Iowa and Missouri are a pair of bordering states with the highest difference.,Yes,d,Y
12319,7,Is the legend discrete or continuous?,Discrete,d,N
12319,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
