map_id,template_no,question,ground_truth,c_or_d,relative_region
105_6C,43,"Rank the states: Odisha, West Bengal and Jharkhand in terms of the legend value.",West Bengal < Jharkhand < Odisha,c,N
105_6C,28,Which state bordering Bihar have the closest value to Assam?,Jharkhand,c,Y
105_6C,30,Does Punjab have the same value as Haryana amongst the states bordering Rajasthan.,Yes,c,Y
105_6C,11,Which states in the east coast belong to the range 10k - 20k?,Tamil Nadu,c,N
105_6C,20,Name the northern most state that has a higher value compared to all its neighbours.,Arunachal Pradesh,c,Y
105_6C,9,Does the value of Karnataka fall in the range 20k - 30k?,No,c,N
105_6C,16,Between which two legend markings does Tripura fall in?,0 - 10k,c,N
105_6C,32,Yes or no: Telangana is an outlier compared to other states on the south India.,Yes,c,N
105_6C,21,Yes or no: Goa has the highest value in the west coast region.,No,c,N
108_0D,22,Yes or no: States of Northeast India have lower values on average than states of Central India.,Yes,d,N
108_0D,27,Which states along Pakistan border have a value similar to Chhattisgarh?,Punjab,d,N
108_0D,20,Name the southernmost state that belongs to a similar value range compared to all its neighbours.,Kerala,d,Y
108_0D,17,Count the states with the values in range 755.00 - 7894.00 that either border Bangladesh or Nepal.,5,d,N
108_0D,29,Which range has the highest number of states?,8.99 - 755.0,d,N
108_0D,11,Which states to the north of Uttar Pradesh belong to range 755.00 - 7894.00?,"Jammu & Kashmir, Himachal Pradesh, Uttarakhand",d,N
108_0D,33,Yes or no: West Bengal and Sikkim are the pair of bordering states with the highest difference.,Yes,d,Y
108_0D,8,Which class has the largest range of values?,7894.00 - 63948.00,d,N
108_0D,3,What is the overall range of the legend?,8.99 - 63948.00,d,N
108_0D,31,Yes or no: a majority of states where river Ganga flows throught belong to greater than 7894.00.,No,d,N
110_0D,28,Which state in Central India has the same value to Jammu & Kashmir?,Chhattisgarh,d,N
110_0D,23,How many states that either border China or Nepal have a value higher than 48526.0?,1,d,N
110_0D,29,What is the second highest value range in the Central and Eastern part of India?,61155.33 - 74656.0,d,N
110_0D,43,"Rank the states Jharkhand, Bihar and Odisha in terms of the legend value in Eastern Zone.",Jharkhand < Bihar < Odisha,d,N
110_0D,35,How many states that have Jyotirlinga have a value similar to Odisha?,1,d,N
110_0D,22,Yes or no: States of southern India have similar values on average to states of northern India.,No,d,N
110_0D,25,What is the median range of the states bordering Jharkhand?,"48,526.0 - 61,155.33",d,Y
110_0D,42,"Yes/No: Nagaland has a similar value to Bihar, and also have a higher value than Chhattisgarh.",Yes,d,N
110_0D,43,"Rank the states: Haryana, Mizoram and Madhya Pradesh in terms of the legend value in mainland India.",Mizoram < Madhya Pradesh < Haryana,d,N
110_0D,39,Yes or no: all states in central zone have values below 61155.3.,Yes,d,N
110_5C,28,Which state in Central India has the furthest value to Tamil Nadu?,Chhattisgarh,c,N
110_5C,27,Which states that are considered as breadbasket of India have a value lower than Jharkhand?,"Punjab, Uttar Pradesh",c,N
110_5C,3,What is the overall range of the legend?,0 - 12k,c,N
110_5C,35,How many states that are considered as rice bowl of India have a value similar to Haryana?,"West Bengal, Andhra Pradesh",c,N
110_5C,33,Yes or no: Maharashtra and Chhattisgarh are the pair of bordering states with the highest difference.,Yes,c,Y
110_5C,30,Does Himachal Pradesh have the similar value to Arunachal Pradesh amongst the states in Himalayan region.,Yes,c,N
110_5C,32,Yes or no: Tamil Nadu is an outlier compared to other states in southern India.,No,c,N
110_5C,42,"Yes/No: Jharkhand has a higher value than Uttar Pradesh, and also have a lower value than West Bengal.",No,c,N
110_5C,23,How many states located on the coastline have a value lower than 80k?,4,c,N
110_5C,24,Yes or no: the median state value in states where Yamuna river flows through excluding missing values lies between 40k and 60k.,Yes,c,N
112_2D,21,Yes or no: Gujarat has the highest value among the states bordering Pakistan.,Yes,d,N
112_2D,23,How many states bordering Bangladesh have a value higher than Tamil Nadu?,1,d,Y
112_2D,36,Name the western-most state in the lowest range.,Haryana,d,N
112_2D,28,Which state in the west coast has the closest value to Madhya Pradesh?,Kerala,d,N
112_2D,7,Is the legend discrete or continuous?,Discrete,d,N
112_2D,31,"Yes or no: a majority of states bordering Myanmar have values less greater than 4,384.0.",No,d,Y
112_2D,5,Yes or no: the legend has different shades of the same colour?,No,d,N
112_2D,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,Yes,d,N
112_2D,41,Are the legends evenly spaced?,No,d,N
112_2D,4,What value range does the lightest shade represent?,"-1,179.01 - 97.0",d,N
112_7D,22,Yes or no: States to the west of Chhattisgarh have higher values on average than states to the east of Chhattisgarh.,Yes,d,N
112_7D,4,What value range does the second darkest shade represent?,921.0 - 4384.0,d,N
112_7D,39,Yes or no: all states in Central India have values are above 921.00.,No,d,N
112_7D,9,Does Maharashtra fall in range 4384.00 - 11553.00?,Yes,d,N
112_7D,21,Yes or no: Uttarakhand has the second highest value in region that shares border either with China or Pakistan.,No,d,N
112_7D,13,Which state has the second lowest value in the region that is considered as breadbasket of India?,Punjab,d,N
112_7D,19,Yes or no: the value of the Odisha is higher to Jharkhand.,No,d,N
112_7D,8,Which class has the largest range of values?,4384.00 - 11553.00,d,N
112_7D,2,Yes or no: in the legend the colour darkness is inversely proportional to the value.,Yes,d,N
112_7D,24,Yes or no: the median state range in states bordering Bangladesh is 97.00 - 921.00.,No,d,Y
121_2C,22,Yes or no: States bordering Myanmar have higher values on average than states on the west coast.,No,c,Y
121_2C,43,"Rank the states: Uttar Pradesh, Bihar and Maharashtra in terms of the legend value.",Bihar < Uttar Pradesh < Maharashtra,c,N
121_2C,16,Between which two legend markings does Kerala fall in?,2k - 4k,c,N
121_2C,33,Yes or no: Maharashtra and Goa are the pair of bordering states with the highest difference.,Yes,c,Y
121_2C,34,Yes or no: Maharashtra is the northern most state that has a higher value compared to all its neighbours.,No,c,Y
121_2C,21,Yes or no: Gujarat has the highest value in region bordering Pakistan.,Yes,c,N
121_2C,13,Which state has the highest value in the east coast?,Tamil Nadu,c,N
121_2C,10,Is the value of Punjab closer to Haryana or Bihar?,Bihar,c,N
121_2C,31,Yes or no: a majority of states in the north east region have values less than 4000.,Yes,c,N
121_2C,24,Yes or no: the median state value among states bordering Arabian Sea lies between 4k and 6k.,No,c,Y
123_0D,28,Which state to east of Jharkhand has the same value to Jharkhand?,Assam,d,N
123_0D,25,What is the median range of the states bordering Nepal?,"158,850.0 - 587,454.0",d,Y
123_0D,7,Is the legend discrete or continuous?,Discrete,d,N
123_0D,21,Yes or no: Assam has the highest value in region to the east of West Bengal.,Yes,d,N
123_0D,23,How many states in region where river Ganga flows through have a value lower than 158850.0?,2,d,N
123_0D,31,Yes or no: a majority of states to west of Jharkand belong to greater than 158850.00.,Yes,d,N
123_0D,16,What value range does Goa fall in?,"18,680.0 - 158,850.0",d,N
123_0D,32,Yes or no: Arunachal Pradesh is an outlier compared to other states in Northeast.,No,d,N
123_0D,5,Yes or no: the legend has multiple distinct colours?,Yes,d,N
123_0D,33,Yes or no: Goa and Maharashtra are the pair of bordering states with the highest difference.,No,d,Y
123_1D,20,Name the western most state that belongs to a higher value range compared to all its neighbours.,Goa,d,Y
123_1D,26,"Which states bordering Odisha have a value lower than 164,841.0?",Jharkhand and Chhattisgarh,d,Y
123_1D,9,Does West Bengal fall in the second highest range?,No,d,N
123_1D,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,d,N
123_1D,19,Yes or no: the value of Tripura is similar to Sikkim.,Yes,d,N
123_1D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
123_1D,25,What is the median range of the states bordering Madhya Pradesh?,"624,976.0 - 5,011,387.0",d,Y
123_1D,42,"Yes/No: Uttar Pradesh has a higher value than Punjab, and also have a similar value as Kerala.",Yes,d,N
123_1D,8,Which class has the largest range of values?,"624,976.0 - 5,011,387.0",d,N
123_1D,12,What is the least value range in the north-east region?,"3,577.99 - 20,834.0",d,N
126_2C,39,Yes or no: all states bordering Arabian Sea have values below 10k.,Yes,c,Y
126_2C,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
126_2C,24,Yes or no: the median state value in states bordering Nepal lies between 10k and 15k.,No,c,Y
126_2C,31,Yes or no: a majority of states in North India have values less than than 10k.,Yes,c,N
126_2C,3,What is the overall range of the legend?,0 - 20k,c,N
126_2C,11,Which states in which Kaveri river flows through belong to range 2500-5000?,"Karnataka, Tamil Nadu",c,N
126_2C,15,List the 2 states in which Ganga river flows through with the lowest values.,"Uttarakhand, Jharkhand",c,N
126_2C,17,Count the states with the values in range 5000-7500 in the Vindhya Range.,2,c,N
126_2C,6,Yes or no: the map depicts absolute values as opposed to percentages.,Yes,c,N
126_2C,42,"Yes/No: Maharashtra has a similar value to Uttar Pradesh, and also have a similar value to Karnataka",No,c,N
128_7D,23,How many states in region that are either considered as breadbasket or rice bowl of India have a value higher than 1004.5?,3,d,N
128_7D,5,Yes or no: the legend has multiple distinct colours?,Yes,d,N
128_7D,27,Which states in North India have a value similar to Andhra Pradesh?,Himachal Pradesh,d,N
128_7D,24,Yes or no: the median state range in states bordering a country that shares coastline with Bay of Bengal is 1004.5 - 1126.0.,No,d,Y
128_7D,1,How many distinct categories does the legend contain?,7,d,N
128_7D,3,What is the overall range of the legend?,481.99 - 2500.0,d,N
128_7D,20,Name the northernmost state that belongs to a lower value range compared to all its neighbours.,Himachal Pradesh,d,Y
128_7D,30,Does Madhya Pradesh have the same value to Chhattisgarh amongst the states in Central India.,No,d,N
128_7D,38,Yes or no: the value of Uttar Pradesh is below the median value amongst states bordering Arabian Sea.,Yes,d,Y
128_7D,4,What value range does the darkest shade represent?,1262.5 - 2500.0,d,N
131_6D,7,Is the legend discrete or continuous?,Discrete,d,N
131_6D,39,Yes or no: all states bordering Jharkhand have values in the highest range.,No,d,Y
131_6D,16,What value range does Gujarat fall in?,"5,259.0 - 18,349.0",d,N
131_6D,15,List the states bordering Bhutan with the lowest values.,"Arunachal Pradesh, Sikkim",d,N
131_6D,12,What is the highest value range in South India?,"5,259.0 - 18,349.0",d,N
131_6D,22,Yes or no: States bordering Gujarat have similar values on average than states bordering Goa.,Yes,d,Y
131_6D,6,Yes or no: the map depicts percentages.,No,d,N
131_6D,27,Which states bordering Jharkhand have a value higher than Punjab?,Uttar Pradesh,d,Y
131_6D,31,"Yes or no: a majority of states in the east coast belong to range 2,811.0 - 5,259.0.",Yes,d,N
131_6D,42,Yes/No: Himachal Pradesh has a similar value as Uttarakhand and also Mizoram.,No,d,N
134_3C,27,Which states sharing Pakistan border have a value similar to Karnataka?,Gujarat,c,N
134_3C,13,Which state has the lowest value among states bordering Bhutan?,Arunachal Pradesh,c,N
134_3C,39,Yes or no: all states in central India have values in range 140-170.,No,c,N
134_3C,43,"Rank the states: Gujarat, Meghalaya and Punjab in terms of the legend value.", Gujarat = Meghalaya < Punjab,c,N
134_3C,6,Yes or no: the map depicts percentages.,Yes,c,N
134_3C,31,Yes or no: a majority of states in which river Yamuna flows through have values greater than 140.,Yes,c,N
134_3C,28,Which state in east India has the closest value to Uttarakhand?,Odisha,c,N
134_3C,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,No,c,N
134_3C,35,How many states in Satpura Range have a value higher than Meghalaya?,2,c,N
134_3C,23,How many states in Eastern Ghats have a value higher than 120?,3,c,N
134_7D,28,Which state along east coast has the most different value to Gujarat?,West Bengal,d,N
134_7D,37,Which states along the coastline borders does not border any states from range 99.99 - 120.22?,"Gujarat, Maharashtra, Goa",d,N
134_7D,26,Which states in Chota Nagpur Plateau have a value lower than 146.58?,"Jharkhand, Chhattisgarh, Odisha, Bihar",d,N
134_7D,29,Which range has the second highest number of states?,126.92 - 146.58,d,N
134_7D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
134_7D,40,Which pair of states belonging to the range 99.99 - 120.22 are the closest to each other?,"Jharkhand, Odisha and Mizoram, Manipur",d,N
134_7D,13,Which state has the lowest value in the Southern India?,Tamil Nadu,d,N
134_7D,12,What is the second highest value range in the region that have pilgrimages which are part of Char Dham Yatra?,120.22 - 126.92,d,N
134_7D,18,Yes or no: the value of the Bihar is similar to its neighbouring state Jharkhand.,No,d,Y
134_7D,11,Which states in Central India belong to range 120.22 - 126.92?,Chhattisgarh,d,N
137_7C,43,"Rank the states Jammu & Kashmir, Himachal Pradesh and Uttarakhand in terms of the legend value in Himalayas.",Himachal Pradesh < Uttarakhand < Jammu & Kashmir,c,N
137_7C,35,How many states in Vindhya Range have a value similar to Arunachal Pradesh?,2,c,N
137_7C,16,Between which two legend markings does Sikkim fall in?,-2000 - 0,c,N
137_7C,39,Yes or no: all states in Bay of Bengal region have values above 0.,No,c,N
137_7C,30,Does Rajasthan have the most different value to Bihar amongst the states sharing international border.,Yes,c,N
137_7C,19,Yes or no: the value of the Uttar Pradesh is similar to Chhattisgarh.,Yes,c,N
137_7C,15,List the 3 states along the coastline with the lowest values.,"Odisha, Gujarat, Goa",c,N
137_7C,26,Which states bordering Bhutan have a value lower than 0?,"Sikkim, Assam",c,N
137_7C,36,Name the northernmost state with values in range 2000-4000.,Punjab,c,N
137_7C,3,What is the overall range of the legend?,-4000 - 8000,c,N
138_0D,7,Is the legend discrete or continuous?,Discrete,d,N
138_0D,22,Yes or no: States on the west coast have higher values on average than states on the east coast.,Yes,d,N
138_0D,39,"Yes or no: all states in the Himalayan region have values above 34,985.4.",No,d,N
138_0D,26,"How many states bordering Chhattisgarh have a value lower than 24,406.0?",4,d,Y
138_0D,34,Yes or no: Maharashtra is the southern-most state that has a similar value compared to all its neighbours.,No,d,Y
138_0D,20,Name the N-most state that has a higher value compared to all its neighbours.,Sikkim,d,Y
138_0D,31,"Yes or no: a majority of states bordering Nepal have values in the range 27,518.0 - 34,985.4.",No,d,Y
138_0D,19,Yes or no: the value of Arunachal Pradesh is similar to Kerala.,No,d,N
138_0D,37,"Which state bordering Pakistan borders has at least 2 states from range 7,913.99 - 18,551.8?",Rajasthan,d,N
138_0D,42,"Yes/No: Bihar has a similar value as Manipur, and also have a higher value than Tamil Nadu.",No,d,N
139_1C,34,Yes or no: Tamil Nadu is the southern most state that has a higher value compared to all its neighbours.,Yes,c,Y
139_1C,30,Does Meghalaya have the same value as Nagaland amongst the states in the north-east region.,Yes,c,N
139_1C,3,What is the overall range of the legend?,0 - 1200,c,N
139_1C,36,Name the northern-most state with values in the range 800 - 1000.,Uttar Pradesh,c,N
139_1C,18,Yes or no: the value of Rajasthan is similar to its neighbouring state Punjab.,No,c,Y
139_1C,27,Which states in the east coast have a value similar to Karnataka?,Andhra Pradesh,c,N
139_1C,33,Yes or no: Goa and Maharashtra are the pair of bordering states with the highest difference.,Yes,c,Y
139_1C,24,Yes or no: the median state value in South India lies between 200 and 400.,No,c,N
139_1C,7,Is the legend continuous or discrete?,Continuous,c,N
139_1C,35,How many states bordering Delhi have a value similar to Karnataka?,0,c,Y
148_1C,24,Yes or no: the median state value among states bordering Chhattisgarh lies between 2M and 2.5M.,No,c,Y
148_1C,33,Yes or no: Goa and Karnataka are the pair of bordering states with the highest difference.,No,c,Y
148_1C,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
148_1C,27,Which states bordering Bhutan have a value higher than Jharkhand?,West Bengal,c,N
148_1C,9,Does the value of Gujarat fall in the range below 0.5M?,No,c,N
148_1C,13,Which state has the highest value in the region bordering Pakistan?,Rajasthan,c,N
148_1C,10,Is the value of Uttarakhand closer to Tripura or Kerala?,Tripura,c,N
148_1C,3,What is the overall range of the legend?,0 - 2.5M,c,N
148_1C,34,Yes or no: Uttar Pradesh is the northern most state that has a lower value compared to all its neighbours.,No,c,Y
148_1C,43,"Rank the states: Tamil Nadu, Odisha and West Bengal in terms of the legend value in the east coast region.",Odisha < West Bengal < Tamil Nadu,c,N
152_3D,40,"Which pair of states in the south India belonging to the range 964,127.0 - 2,214,416.0 are the closest to each other?","Andhra Pradesh, Telanangana",d,N
152_3D,43,"Rank the states: Uttar Pradesh, Bihar and Sikkim in terms of the legend value in the region that borders Nepal.",Sikkim < Bihar < Uttar Pradesh,d,N
152_3D,28,Which state in east and northeast India has the same value to Tamil Nadu?,West Bengal,d,N
152_3D,16,What value range does Delhi fall in?,"77,899.0 - 964,127.0",d,N
152_3D,25,What is the median range of the states bordering Nepal?,"77,899.0 - 964,127.0",d,Y
152_3D,37,Which state in mainland India borders at least 3 states from range 964127 - 2214416?,Chhattisgarh,d,N
152_3D,17,Count the states with the values in range 2342.99 - 77899 in the mainland India.,7,d,N
152_3D,26,Which states in North India have a value higher than 964127?,"Rajasthan, Punjab, Haryana",d,N
152_3D,39,Yes or no: all states in Central India have values below 2214416.,No,d,N
152_3D,9,Does Goa fall in range 77899 - 964127?,Yes,d,N
156_2D,32,Yes or no: Himachal Pradesh is an outlier compared to other states that border China.,Yes,d,N
156_2D,26,Which states in Eastern Ghats have a value higher than 828.6?,Andhra Pradesh,d,N
156_2D,29,Which range has the highest number of states?,,d,N
156_2D,21,Yes or no: Maharashtra has the second highest value in states along coastline.,No,d,N
156_2D,37,Which state in west coast borders at least 2 states from range 14.7 - 828.6?,"Gujarat, Maharashtra",d,N
156_2D,15,List the 3 states in the Northeast India with the lowest values.,"Assam, Nagaland, Tripura",d,N
156_2D,8,Which class has the largest range of values?,828.6 - 8787.0,d,N
156_2D,24,Yes or no: the median state range in region that is considered as rice bowl of India excluding missing values is 1.6 - 14.7.,Yes,d,N
156_2D,41,Are the legends evenly spaced?,No,d,N
156_2D,22,Yes or no: States that border Pakistan have higher values on average than states bordering Bangladesh.,Yes,d,N
158_0D,12,Which range has the second highest number of states?,30967.67 - 76968.0,d,N
158_0D,22,Yes or no: States bordering Bihar have higher values on average than states bordering Karnataka.,No,d,Y
158_0D,29,How many distinct categories does the legend contain?,4,d,N
158_0D,20,Name the easternmost state that belongs to a similar value range compared to all its neighbours.,West Bengal ,d,Y
158_0D,19,Yes or no: the value of the Delhi is similar to Haryana.,Yes,d,N
158_0D,30,Does Himachal Pradesh have the same value to Jammu & Kashmir amongst the states that border China?,No,d,N
158_0D,27,Which states along the coast of Indian ocean have a value similar to Uttarakhand?,"Tamil Nadu, Andhra Pradesh, Karnataka",d,N
158_0D,9,Does Telangana fall in range 7914.33 - 22935.67?,No,d,N
158_0D,13,Which state has the highest value in the southern India?,Kerala,d,N
158_0D,24,Yes or no: the median state range in states bordering Nepal is 7914.33 - 22935.67.,Yes,d,Y
158_1C,27,Which states bordering Chhattisgarh have a value similar to Odisha?,Jharkhand,c,Y
158_1C,43,"Rank the states Gujarat, Assam and Kerala in terms of the legend value in India.",Assam < Kerala < Gujarat,c,N
158_1C,13,Which state has the second lowest value in the Satpura Range?,Chhattisgarh,c,N
158_1C,18,Yes or no: the value of the Maharashtra is lower to its neighbouring Telangana.,No,c,Y
158_1C,10,Is the value of Delhi closer to 70000 or 40000?,70000,c,N
158_1C,20,Name the easternmost state that has a higher value compared to all its neighbours.,Nagaland,c,Y
158_1C,30,Does Andhra Pradesh have the most different value to Maharashtra amongst the states in Deccan Plateau?,Yes,c,N
158_1C,36,Name the westernmost state with values in range 10000 - 20000.,Rajasthan,c,N
158_1C,39,Yes or no: all states that either border Nepal or Bhutan have values below 40000.,Yes,c,N
158_1C,15,List the 2 states on the coast of Arabian Sea with the highest values.,"Goa, Maharashtra",c,N
158_3C,15,List the states in the west coast with the highest values.,Goa,c,N
158_3C,42,"Yes/No: Maharashtra has a similar value as Haryana, and also have a higher value than Bihar.",Yes,c,N
158_3C,21,Yes or no: Odisha has the least value in the east coast region.,Yes,c,N
158_3C,7,Is the legend continuous or discrete?,Continuous,c,N
158_3C,6,Yes or no: the map depicts percentages.,No,c,N
158_3C,43,"Rank the states: Haryana, Delhi and Uttar Pradesh in terms of the legend value in the northern India.",Uttar Pradesh < Haryana < Delhi,c,N
158_3C,18,Yes or no: the value of Kerala is higher than its neighbouring state Tamil Nadu.,No,c,Y
158_3C,23,How many states bordering Assam have a value higher than 80k?,0,c,Y
158_3C,31,Yes or no: a majority of states bordering Pakistan have values greater than 60k.,No,c,N
158_3C,32,Yes or no: Assam is an outlier compared to other northeastern states.,No,c,N
162_1D,38,Yes or no: the value of Sikkim is above the median value amongst states that border Nepal,No,d,N
162_1D,34,Yes or no: West Bengal is the northernmost state that has a highest value compared to all its neighbours.,Yes,d,Y
162_1D,36,Name the southernmost state in the range 29179.60 - 424062.80.,Goa,d,N
162_1D,4,What value range does the lightest shade represent?,2102535.8 - 11302552.0,d,N
162_1D,8,Which range has the third highest number of states?,29179.60 - 424062.80,d,N
162_1D,35,How many states in region where river Ganga flows through have a value lower than Telangana?,2,d,N
162_1D,8,Which class has the largest range of values?,2102535.80 - 11302552.00,d,N
162_1D,26,Which states to the east of Uttar Pradesh have a value higher than 424062.80?,"Bihar, Jharkhand, Odisha, West Bengal, Assam",d,N
162_1D,37,Which state in east India does not border any states from range 1151595.40 - 2102535.80?,Sikkim,d,N
162_1D,41,Are the legends evenly spaced?,No,d,N
164_4C,23,How many states bordering Nepal have a value higher than 800?,3,c,Y
164_4C,32,Yes or no: Andhra Pradesh is an outlier compared to states bordering Telangana.,Yes,c,Y
164_4C,5,Yes or no: the legend has multiple distinct colours?,No,c,N
164_4C,38,Yes or no: the value of Sikkim is above the median value amongst states in Himalayas.,Yes,c,N
164_4C,42,"Yes/No: Jharkhand has a similar value to West Bengal, and also have a higher value than Meghalaya.",No,c,N
164_4C,31,Yes or no: a majority of states in south of Madhya Pradesh have values less than 600.,Yes,c,N
164_4C,33,Yes or no: Arunachal Pradesh and Nagaland are the pair of bordering states with the highest difference.,No,c,Y
164_4C,9,Does the value of Tripura fall in range 600 - 800?,Yes,c,N
164_4C,17,Count the states with the values in range 600-800 on the coastline.,2,c,N
164_4C,34,Yes or no: Himachal Pradesh is the northernmost state that has a similar value compared to all its neighbours.,No,c,Y
165_7C,36,Name the southernmost state with value below 1000.,Kerala,c,N
165_7C,24,Yes or no: the median state value in southern states of India lies between 2000 and 2500.,No,c,N
165_7C,23,How many states bordering either Pakistan or China have a value higher than 2000?,2,c,N
165_7C,42,"Yes/No: Bihar has a higher value than Telangana, and also have a similar value to Himachal Pradesh.",No,c,N
165_7C,22,Yes or no: Southern states of India have higher values on average than states of Northeast India.,Yes,c,N
165_7C,28,Which state in Central India has the furthest value to Andhra Pradesh?,Chhattisgarh,c,N
165_7C,20,Name the easternmost state that has a lower value compared to all its neighbours.,Assam,c,Y
165_7C,3,What is the overall range of the legend?,500 - 4000,c,N
165_7C,38,Yes or no: the value of Punjab is below the median value amongst states in southern India.,No,c,N
165_7C,27,Which states bordering either Nepal or Bhutan have a value similar to Odisha?,"Uttarakhand, Arunachal Pradesh, Sikkim",c,N
166_3C,17,Count the states south of Madhya Pradesh with values higher than 30000.,1,c,N
166_3C,18,Yes or no: the value of Goa is higher than Maharashtra.,No,c,N
166_3C,19,Yes or no: the value of Bihar is higher than Kerala,Yes,c,N
166_3C,5,Yes or no: the legend has multiple distinct colours?,No,c,N
166_3C,24,Yes or no: the median state value in the northeast lies between 0 and 10000.,Yes,c,N
166_3C,36,Name the easternmost state with value above 20000.,West Bengal,c,N
166_3C,35,How many states west of Bihar have a value higher than 50000?,2,c,N
166_3C,28,Which state in South India has the lowest difference in value to Jharkhand?,"Andhra Pradesh, Tamil Nadu",c,N
166_3C,23,How many states bordering Madhya Pradesh have a value higher than 40000?,2,c,Y
166_3C,26,Which states north of Delhi have a value higher than 30000?,,c,N
166_7D,1,How many distinct categories does the legend contain?,4,d,N
166_7D,39,Yes or no: all states in Central India have values above 21803.33.,No,d,N
166_7D,17,Count the states with the values in range 21803.33 - 80248.00 in the Satpura Range.,3,d,N
166_7D,5,Yes or no: the legend has different shades of the same colour?,No,d,N
166_7D,23,How many states in Aravalli Range have a value lower than 7430.33?,1,d,N
166_7D,19,Yes or no: the value of the Telangana is similar to Delhi.,Yes,d,N
166_7D,35,How many states that involve Char Dham Yatra have a value lower than Assam?,3,d,N
166_7D,22,Yes or no: States of region Central India have similar values on average to states of South India.,No,d,N
166_7D,42,"Yes/No: Meghalaya has a similar value than to Kerala, and also have a higher value than Maharashtra.",No,d,N
166_7D,41,Are there significant gaps between certain ranges?,Yes,d,N
167_3C,33,Yes or no: Kerala and Karnataka are the pair of bordering states with the highest difference.,Yes,c,Y
167_3C,23,How many states in Himalayan region have a value lower than 40?,3,c,N
167_3C,20,Name the westernmost state that has a lower value compared to all its neighbours.,Goa,c,Y
167_3C,13,Which state has the second lowest value in the coastal states?,Odisha,c,N
167_3C,28,Which state in south India has the closest value to Jharkhand?,Andhra Pradesh,c,N
167_3C,38,Yes or no: the value of Haryana is below the median value amongst states bordering Nepal.,No,c,Y
167_3C,22,Yes or no: States of east India have lower values on average than states to south of Madhya Pradesh.,Yes,c,N
167_3C,7,Is the legend continuous or discrete?,Continuous,c,N
167_3C,27,Which states to south of Madhya Pradesh have a value similar to Uttarakhand?,Karnataka,c,N
167_3C,36,Name the easternmost state with values in range 30 and below.,Arunachal Pradesh,c,N
168_3C,6,Yes or no: the map depicts percentages.,No,c,N
168_3C,9,Does the value of Karnataka fall in range 20k - 40k?,Yes,c,N
168_3C,32,Yes or no: Uttar Pradesh is an outlier compared to other states in North India.,Yes,c,N
168_3C,22,Yes or no: States of south India have lower values on average than states bordering Punjab.,Yes,c,Y
168_3C,16,Between which two legend markings does Gujarat fall in?,20k - 40k,c,N
168_3C,15,List the 2 states on the Eastern coast region with the highest values.,"Andhra Pradesh, West Bengal, Tamil Nadu",c,N
168_3C,21,Yes or no: Goa has the lowest value in western India.,Yes,c,N
168_3C,30,Does Kerala have the lowest difference in value to Odisha amongst the states in South India?,Yes,c,N
168_3C,39,Yes or no: all states bordering Assam have values below 20k.,No,c,Y
168_3C,11,Which states north of Delhi have values above 40000?,,c,N
168_4C,21,Yes or no: Uttarakhand has the highest value in North India.,No,c,N
168_4C,36,Name the eastern-most state with values in range 40k - 60k.,West Bengal,c,N
168_4C,10,Is the value of Bihar closer to Odisha or Jharkhand?,Odisha,c,N
168_4C,35,How many states bordering Nepal have a value higher than Goa?,3,c,Y
168_4C,11,Which states in the west coast belong to range 20k - 40k?,"Gujarat, Kerala",c,N
168_4C,2,Yes or no: in the legend the colour darkness is inversely proportional to the value.,No,c,N
168_4C,26,Which states bordering Assam have a value lower than 40k?,"Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Tripura",c,Y
168_4C,16,Between which two legend markings does state Maharashtra fall in?,60k - 80k,c,N
168_4C,23,How many states bordering Pakistan have a value higher than 80k?,0,c,N
168_4C,3,What is the overall range of the legend?,0 - 120k,c,N
170_5C,5,Yes or no: the legend has multiple distinct colours?,Yes,c,N
170_5C,34,Yes or no: Bihar is the easternmost state that has a higher value compared to all its neighbours.,No,c,Y
170_5C,15,List the 2 states/UTs bordering Pakistan with the highest values.,"Rajasthan, Jammu & Kashmir",c,N
170_5C,35,How many states/UTs north of Delhi have a value higher than Madhya Pradesh?,2,c,N
170_5C,11,Which states in the Northeast have missing values?,Arunachal Pradesh,c,N
170_5C,31,Yes or no: a majority of states in south India have values greater than 2%.,Yes,c,N
170_5C,27,Which states east of Bihar have a value greater than Bihar?,"Assam, West Bengal, Meghalaya, Tripura, Mizoram, Manipur",c,N
170_5C,39,Yes or no: all states north of Karnataka have values above 2%.,No,c,N
170_5C,21,Yes or no: Tamil Nadu has the highest value in south India.,No,c,N
170_5C,2,Yes or no: in the legend the colour darkness increases with the value.,No,c,N
170_5C,9,Does the value of Madhya Pradesh fall in range 4-6%?,Yes,c,N
170_8C,30,Does Meghalaya have the lowest difference in value to Jharkhand amongst the states in Northeast India?,Yes,c,N
170_8C,24,Yes or no: the median state inflation value in the Hindi heartland lies between 6 and 8.,No,c,N
170_8C,13,Which state has the second highest value in the states south of Madhya Pradesh?,Telangana,c,N
